2019-07-18 14:31:42.950577,21
2019-07-18 14:31:43.162664,35
2019-07-18 14:31:43.163664,24
2019-07-18 14:31:43.164663,24
2019-07-18 14:31:43.165660,21
2019-07-18 14:31:43.166659,38
2019-07-18 14:31:43.167660,28
2019-07-18 14:31:43.167660,27
2019-07-18 14:31:43.168661,24
2019-07-18 14:31:43.169660,26
2019-07-18 14:31:43.170659,33
2019-07-18 14:31:43.375848,27
2019-07-18 14:31:43.376856,38
2019-07-18 14:31:43.587796,22
2019-07-18 14:31:43.588804,31
2019-07-28 11:24:52.011036,34
2019-07-28 11:24:52.224948,35
2019-07-28 11:24:52.226953,35
2019-07-28 11:24:52.226953,20
2019-07-28 11:24:52.234948,27
2019-07-28 11:24:52.235946,39
2019-07-28 11:24:52.236945,40
2019-07-28 11:24:52.237946,39
2019-07-28 11:24:52.237946,25
2019-07-28 11:24:52.238947,22
2019-07-28 11:24:52.239946,26
2019-07-28 11:24:52.240942,25
2019-07-28 11:24:52.240942,40
2019-07-28 11:24:52.241945,23
2019-07-28 11:24:52.242945,38
2019-07-28 11:51:40.911745,30
2019-07-28 11:51:41.130517,28
2019-07-28 11:51:41.131516,31
2019-07-28 11:51:41.132515,35
2019-07-28 11:51:41.132515,27
2019-07-28 11:51:41.133514,35
2019-07-28 11:51:41.134513,34
2019-07-28 11:51:41.135513,23
2019-07-28 11:51:41.135513,32
2019-07-28 11:51:41.136512,34
2019-07-28 11:51:41.137512,40
2019-07-28 11:51:41.138510,23
2019-07-28 11:51:41.139509,25
2019-07-28 11:51:41.140510,33
2019-07-28 11:51:41.140510,22
