2019-07-18 14:31:44.274344,22
2019-07-18 14:31:44.479898,21
2019-07-18 14:31:44.480904,30
2019-07-18 14:31:44.693109,21
2019-07-18 14:31:44.905357,32
2019-07-18 14:31:44.906356,40
2019-07-18 14:31:44.906356,22
2019-07-18 14:31:44.907355,28
2019-07-18 14:31:45.188948,34
2019-07-18 14:31:45.429944,25
2019-07-18 14:31:45.807985,29
2019-07-18 14:31:46.019107,35
2019-07-18 14:31:46.020105,34
2019-07-18 14:31:46.020105,33
2019-07-18 14:31:46.021108,20
2019-07-28 11:24:52.659161,33
2019-07-28 11:24:52.659161,35
2019-07-28 11:24:52.868037,36
2019-07-28 11:24:52.869036,36
2019-07-28 11:24:52.870037,25
2019-07-28 11:24:52.871035,21
2019-07-28 11:24:52.871035,31
2019-07-28 11:24:52.872036,28
2019-07-28 11:24:52.872036,35
2019-07-28 11:24:52.873035,32
2019-07-28 11:24:52.874033,39
2019-07-28 11:24:53.093741,34
2019-07-28 11:24:53.093741,38
2019-07-28 11:24:53.094742,23
2019-07-28 11:24:53.094742,40
2019-07-28 11:51:42.070522,34
2019-07-28 11:51:42.071519,33
2019-07-28 11:51:42.071519,38
2019-07-28 11:51:42.072519,29
2019-07-28 11:51:42.073518,25
2019-07-28 11:51:42.074518,33
2019-07-28 11:51:42.075516,35
2019-07-28 11:51:42.075516,35
2019-07-28 11:51:42.076516,35
2019-07-28 11:51:42.077515,34
2019-07-28 11:51:42.078515,23
2019-07-28 11:51:42.282807,30
2019-07-28 11:51:42.581405,20
2019-07-28 11:51:42.802464,38
2019-07-28 11:51:43.016052,31
